TicketID,CustomerID,OpenedDate,Category,Priority,ResolutionHours,SatisfactionScore
T20912,C1006,2023-06-18,Technical,High,8.4,4.0
T20913,C1342,2023-10-04,Outage,Critical,0.9,6.0
T20914,C1217,2023-12-13,Billing,High,4.6,7.0
T20915,C1009,2024-08-19,Technical,Medium,7.6,4.0
T20916,C1370,2024-12-03,Technical,Medium,29.5,7.0
T20917,C1281,2023-06-24,Technical,Medium,35.8,4.0
T20918,C1186,2023-06-02,Onboarding,High,3.4,6.0
T20919,C1278,2023-01-10,Billing,Low,83.2,5.0
T20920,C1234,2023-04-01,Billing,Low,80.3,5.0
T20921,C1325,2024-03-31,Technical,Low,64.4,3.0
T20922,C1371,2024-03-13,Outage,Low,41.0,6.0
T20923,C1029,2024-12-04,Feature Request,High,5.9,7.0
T20924,C1253,2023-02-09,Billing,Medium,10.5,7.0
T20925,C1404,2024-03-01,Technical,High,22.7,7.0
T20926,C1214,2023-05-10,Feature Request,Medium,32.2,7.0
T20927,C1300,2024-11-20,Billing,High,17.2,9.0
T20928,C1062,2024-10-24,Billing,High,31.5,7.0
T20929,C1085,2023-01-10,Technical,Critical,5.6,6.0
T20930,C1169,2023-08-15,Onboarding,Medium,33.5,8.0
T20931,C1321,2023-12-15,Feature Request,Medium,21.9,7.0
T20932,C1257,2023-08-13,Feature Request,Low,51.9,5.0
T20933,C1108,2024-01-22,Technical,High,7.2,10.0
T20934,C1272,2024-08-12,Billing,Low,81.3,8.0
T20935,C1133,2023-07-10,Technical,Medium,32.4,8.0
T20936,C1417,2024-01-06,Technical,Medium,39.7,5.0
T20937,C1232,2024-09-17,Onboarding,Low,58.7,8.0
T20938,C1036,2024-03-23,Technical,Critical,17.2,5.0
T20939,C1016,2023-05-13,Billing,Medium,29.2,6.0
T20940,C1070,2023-10-10,Technical,High,8.6,7.0
T20941,C1395,2024-11-07,Billing,Medium,28.9,6.0
T20942,C1327,2024-06-12,Technical,Critical,12.2,9.0
T20944,C1073,2023-05-19,Billing,Medium,35.6,3.0
T20945,C1243,2024-05-29,Onboarding,Low,64.1,6.0
T20946,C1397,2024-10-08,Onboarding,Medium,31.1,2.0
T20947,C1023,2023-12-06,Billing,High,20.3,8.0
T20948,C1364,2023-05-12,Technical,Critical,7.1,5.0
T20949,C1390,2023-09-29,Billing,Medium,35.0,5.0
T20950,C1161,2023-03-25,Billing,Medium,37.6,2.0
T20951,C1042,2023-01-09,Outage,Medium,16.1,8.0
T20952,C1198,2024-08-23,Feature Request,High,11.1,7.0
T20953,C1276,2024-01-02,Outage,High,3.1,8.0
T20954,C1236,2024-06-12,Onboarding,Low,67.4,5.0
T20955,C1142,2024-03-19,Technical,Critical,9.4,8.0
T20956,C1075,2023-05-05,Outage,Medium,33.0,6.0
T20957,C1267,2023-08-12,Technical,Medium,35.0,2.0
T20958,C1406,2023-02-19,Technical,High,12.4,3.0
T20959,C1077,2024-04-25,Outage,Critical,3.7,10.0
T20960,C1048,2024-05-23,Onboarding,Medium,18.8,7.0
T20961,C1118,2023-09-20,Billing,Medium,27.8,2.0
T20962,C1027,2024-03-12,Technical,Low,47.3,4.0
T20963,C1411,2023-01-02,Outage,Low,64.6,5.0
T20964,C1340,2023-06-10,Feature Request,Medium,41.7,5.0
T20965,C1145,2023-06-18,Feature Request,Low,68.3,6.0
T20966,C1085,2024-05-11,Feature Request,High,8.3,10.0
T20967,C1219,2024-09-03,Onboarding,Low,58.3,8.0
T20968,C1131,2024-01-16,Outage,Low,72.1,7.0
T20969,C1067,2023-02-06,Outage,Low,75.2,4.0
T20970,C1385,2023-11-16,Billing,Low,71.5,3.0
T20971,C1140,2023-11-06,Technical,Low,61.2,6.0
T20972,C1097,2023-09-13,Outage,High,10.3,7.0
T20973,C1186,2024-01-12,Feature Request,High,7.1,6.0
T20974,C1328,2024-09-15,Onboarding,High,16.2,5.0
T20975,C1013,2023-06-16,Technical,Low,71.1,6.0
T20976,C1137,2023-01-05,Billing,Medium,31.0,4.0
T20977,C1357,2024-06-05,Onboarding,Medium,19.6,5.0
T20978,C1074,2023-04-14,Technical,Low,69.2,7.0
T20979,C1112,2023-06-14,Onboarding,High,8.8,6.0
T20980,C1109,2023-08-11,Outage,High,12.7,7.0
T20981,C1236,2024-12-15,Billing,Medium,25.7,4.0
T20982,C1018,2023-06-25,Billing,Low,58.9,7.0
T20983,C1206,2023-07-06,Onboarding,Medium,45.6,5.0
T20984,C1023,2024-12-12,Feature Request,Low,39.5,6.0
T20985,C1134,2024-11-06,Technical,Low,80.7,4.0
T20986,C1011,2023-10-07,Onboarding,Low,64.4,5.0
T20987,C1293,2023-02-24,Billing,Critical,6.8,7.0
T20988,C1195,2023-08-22,Technical,Medium,31.5,6.0
T20989,C1348,2024-04-24,Technical,Medium,34.7,5.0
T20990,C1206,2024-10-18,Billing,Medium,43.9,2.0
T20991,C1018,2023-09-01,Technical,Low,59.1,2.0
T20992,C1238,2024-06-16,Feature Request,Low,45.6,6.0
T20993,C1072,2023-09-30,Technical,High,15.4,8.0
T20994,C1294,2023-12-12,Billing,Medium,21.6,8.0
T20995,C1035,2023-11-14,Feature Request,Low,55.1,3.0
T20996,C1398,2024-10-01,Billing,Low,49.5,3.0
T20997,C1369,2024-07-05,Feature Request,Low,74.5,2.0
T20998,C1071,2023-01-01,Technical,High,16.6,9.0
T20999,C1075,2024-12-02,Onboarding,Medium,22.3,6.0
T21000,C1163,2024-10-03,Technical,High,4.1,6.0
T21001,C1174,2023-01-12,Outage,Low,68.9,3.0
T21002,C1145,2023-11-25,Technical,Medium,45.9,4.0
T21003,C1081,2024-11-27,Technical,Low,60.0,5.0
T21004,C1062,2024-11-11,Feature Request,Low,54.3,3.0
T21005,C1411,2023-12-20,Technical,Low,80.8,8.0
T21006,C1230,2024-02-26,Technical,Medium,10.3,7.0
T21007,C1083,2024-01-06,Feature Request,Low,69.2,5.0
T21008,C1298,2024-09-26,Feature Request,Critical,8.7,9.0
T21009,C1122,2023-08-31,Feature Request,High,11.1,5.0
T21010,C1109,2024-11-01,Technical,Low,56.7,5.0
T21011,C1015,2024-08-05,Onboarding,Medium,35.5,5.0
T21012,C1319,2024-02-16,Feature Request,Low,43.6,3.0
T21013,C1138,2023-12-10,Billing,Medium,26.8,5.0
T21014,C1290,2023-02-02,Technical,Low,73.2,5.0
T21015,C1373,2024-06-19,Technical,Low,60.5,5.0
T21016,C1297,2023-09-05,Billing,High,26.7,5.0
T21017,C1386,2024-06-10,Feature Request,Medium,27.0,6.0
T21018,C1022,2023-12-20,Technical,Low,59.9,8.0
T21019,C1194,2024-09-13,Technical,Medium,29.5,4.0
T21020,C1115,2023-06-21,Technical,Low,57.7,6.0
T21021,C1192,2023-02-10,Onboarding,Medium,30.5,5.0
T21022,C1393,2023-09-12,Billing,High,9.1,7.0
T21023,C1177,2024-04-05,Technical,Medium,36.4,3.0
T21024,C1050,2024-08-10,Onboarding,Critical,3.8,6.0
T21025,C1188,2023-01-08,Feature Request,Critical,14.8,6.0
T21026,C1044,2024-01-20,Technical,Low,45.7,4.0
T21027,C1394,2023-03-15,Onboarding,Medium,25.3,3.0
T21028,C1306,2024-11-25,Outage,Low,67.7,6.0
T21029,C1076,2024-06-10,Technical,Medium,27.5,4.0
T21030,C1044,2024-07-06,Technical,Critical,8.1,6.0
T21031,C1165,2023-07-19,Technical,Low,47.8,2.0
T21032,C1174,2024-02-11,Billing,High,11.1,5.0
T21033,C1329,2023-03-28,Feature Request,High,8.6,3.0
T21034,C1259,2024-06-14,Technical,Medium,27.6,6.0
T21035,C1051,2024-05-03,Billing,Critical,15.3,8.0
T21036,C1200,2023-11-01,Onboarding,Low,60.0,5.0
T21037,C1398,2023-03-30,Technical,Low,74.4,4.0
T21038,C1351,2024-03-25,Feature Request,Low,75.0,5.0
T21039,C1131,2024-03-17,Technical,Medium,28.2,3.0
T21040,C1048,2023-10-07,Onboarding,Low,61.0,4.0
T21041,C1184,2024-05-19,Onboarding,Medium,26.9,5.0
T21042,C1381,2024-02-27,Technical,Critical,7.2,9.0
T21043,C1414,2023-10-13,Feature Request,Low,45.2,2.0
T21044,C1233,2023-02-26,Onboarding,Medium,30.8,2.0
T21045,C1239,2024-07-19,Technical,Medium,41.9,7.0
T21046,C1262,2024-02-04,Billing,Medium,35.4,7.0
T21047,C1278,2023-03-25,Feature Request,High,8.6,9.0
T21048,C1202,2024-05-22,Billing,Low,41.6,5.0
T21049,C1378,2023-02-09,Technical,Low,78.1,2.0
T21050,C1079,2024-01-28,Billing,Medium,20.6,7.0
T21051,C1242,2024-06-05,Technical,Medium,34.0,5.0
T21052,C1021,2023-07-06,Outage,Low,58.0,5.0
T21053,C1034,2024-09-26,Onboarding,Low,50.0,3.0
T21054,C1387,2024-05-30,Feature Request,Low,66.0,6.0
T21055,C1351,2024-12-28,Technical,Low,57.9,3.0
T21056,C1049,2023-03-10,Feature Request,High,16.0,7.0
T21057,C1360,2024-03-10,Billing,Low,56.1,6.0
T21058,C1247,2023-08-01,Technical,Medium,36.4,4.0
T21059,C1258,2023-03-12,Billing,High,26.1,7.0
T21060,C1020,2023-03-04,Onboarding,Low,72.1,5.0
T21061,C1181,2023-09-07,Billing,Medium,30.4,5.0
T21062,C1293,2024-04-29,Feature Request,Critical,14.4,6.0
T21063,C1294,2023-05-18,Billing,Medium,31.4,6.0
T21064,C1342,2024-02-10,Outage,Low,48.1,5.0
T21065,C1090,2023-06-29,Technical,Medium,28.9,6.0
T21066,C1341,2023-03-23,Feature Request,High,3.4,8.0
T21067,C1072,2023-09-29,Billing,Medium,42.6,4.0
T21068,C1010,2023-12-22,Technical,Low,59.3,7.0
T21069,C1404,2023-07-24,Billing,Critical,1.8,8.0
T21070,C1155,2024-09-27,Technical,Medium,44.1,7.0
T21071,C1077,2024-12-25,Technical,Low,48.6,8.0
T21072,C1037,2024-07-28,Feature Request,Low,53.6,7.0
T21073,C1369,2024-10-01,Technical,Low,60.4,6.0
T21074,C1291,2023-02-21,Technical,Critical,9.1,10.0
T21075,C1296,2024-09-20,Billing,Medium,32.6,6.0
T21076,C1412,2024-11-08,Technical,Low,70.0,6.0
T21077,C1127,2024-02-02,Billing,Low,68.9,3.0
T21078,C1266,2023-12-10,Technical,Low,66.6,6.0
T21079,C1348,2023-10-07,Feature Request,Medium,31.4,3.0
T21080,C1143,2024-06-19,Technical,Low,48.1,3.0
T21081,C1282,2024-08-29,Billing,Low,63.2,4.0
T21082,C1203,2023-11-01,Billing,Medium,21.8,9.0
T21083,C1292,2024-09-01,Billing,High,0.9,6.0
T21084,C1188,2023-02-08,Feature Request,Low,45.3,7.0
T21085,C1049,2023-09-22,Billing,High,27.8,8.0
T21086,C1038,2024-10-28,Technical,Medium,28.7,4.0
T21087,C1152,2023-11-13,Billing,Low,60.6,4.0
T21088,C1260,2024-11-10,Feature Request,Medium,22.1,7.0
T21089,C1324,2023-07-23,Billing,High,15.2,6.0
T21090,C1146,2024-09-23,Billing,Medium,42.5,2.0
T21091,C1045,2023-04-13,Technical,Medium,23.0,10.0
T21092,C1115,2024-02-14,Onboarding,High,15.0,8.0
T21093,C1206,2023-12-12,Outage,Low,56.3,6.0
T21094,C1076,2023-09-09,Billing,Medium,41.0,4.0
T21095,C1138,2023-06-02,Feature Request,Medium,12.7,5.0
T21096,C1294,2023-02-16,Billing,Low,60.0,3.0
T21097,C1152,2024-12-04,Billing,High,14.5,9.0
T21098,C1162,2023-10-21,Billing,Medium,18.2,7.0
T21099,C1109,2023-08-30,Technical,Low,68.5,5.0
T21100,C1020,2023-01-22,Technical,High,4.8,6.0
T21101,C1116,2024-10-25,Onboarding,Medium,32.2,6.0
T21102,C1204,2024-07-09,Technical,Low,64.3,6.0
T21103,C1289,2024-06-10,Feature Request,Medium,49.0,4.0
T21104,C1220,2024-01-28,Billing,High,32.4,2.0
T21105,C1225,2023-11-27,Outage,Low,59.3,6.0
T21106,C1381,2024-04-18,Outage,High,11.2,8.0
T21107,C1339,2024-01-17,Technical,Critical,16.5,5.0
T21108,C1341,2023-05-21,Billing,High,8.7,6.0
T21109,C1289,2023-09-07,Feature Request,High,22.7,6.0
T21111,C1252,2023-05-07,Billing,Low,52.7,3.0
T21112,C1265,2024-10-08,Billing,Low,49.9,4.0
T21113,C1149,2023-07-12,Onboarding,Medium,37.2,5.0
T21114,C1377,2024-12-18,Billing,Low,62.0,2.0
T21115,C1201,2023-10-08,Technical,Medium,34.3,5.0
T21116,C1352,2024-03-27,Technical,Medium,35.5,5.0
T21117,C1335,2023-01-25,Technical,Low,65.5,5.0
T21119,C1178,2023-10-03,Technical,Low,39.6,3.0
T21120,C1157,2023-06-22,Billing,Low,48.8,5.0
T21121,C1349,2024-03-12,Technical,Low,68.0,6.0
T21122,C1053,2024-10-01,Technical,Low,74.2,6.0
T21123,C1154,2023-01-11,Onboarding,Low,77.3,6.0
T21124,C1362,2023-05-01,Feature Request,Low,86.4,3.0
T21125,C1400,2024-07-06,Feature Request,Low,54.0,6.0
T21126,C1216,2024-03-04,Outage,High,8.1,6.0
T21127,C1391,2023-10-08,Onboarding,Medium,29.6,5.0
T21128,C1226,2024-04-21,Feature Request,High,10.9,9.0
T21129,C1325,2023-12-31,Technical,Low,76.4,5.0
T21130,C1220,2023-07-03,Technical,Low,47.8,4.0
T21131,C1109,2024-04-06,Billing,Low,77.6,6.0
T21132,C1346,2024-09-06,Technical,Medium,31.4,8.0
T21133,C1413,2024-04-16,Onboarding,Medium,18.2,8.0
T21134,C1210,2024-11-16,Outage,High,1.7,4.0
T21135,C1023,2023-10-23,Billing,Low,76.8,5.0
T21136,C1303,2023-08-01,Billing,Medium,59.8,4.0
T21137,C1109,2023-01-16,Onboarding,Low,91.3,5.0
T21138,C1277,2023-09-03,Outage,Low,63.2,5.0
T21139,C1203,2024-08-20,Technical,Low,42.3,5.0
T21140,C1313,2024-06-23,Billing,Medium,43.3,5.0
T21141,C1319,2023-11-01,Technical,Medium,43.3,6.0
T21142,C1033,2024-01-02,Feature Request,Medium,28.6,4.0
T21143,C1374,2023-12-14,Outage,Low,76.7,5.0
T21144,C1189,2024-02-09,Billing,Low,59.0,3.0
T21145,C1212,2024-04-17,Billing,High,18.7,10.0
T21146,C1198,2023-01-11,Feature Request,Medium,34.4,4.0
T21147,C1212,2024-08-13,Billing,High,35.7,5.0
T21148,C1102,2024-02-13,Billing,Medium,12.6,7.0
T21149,C1166,2024-11-27,Billing,Critical,0.8,4.0
T21150,C1306,2023-10-06,Onboarding,Low,65.5,8.0
T21151,C1187,2023-10-31,Outage,Low,56.1,5.0
T21152,C1233,2023-10-12,Onboarding,Medium,9.6,10.0
T21153,C1222,2023-01-05,Billing,Low,66.8,5.0
T21154,C1092,2023-07-07,Feature Request,Low,61.8,4.0
T21155,C1375,2023-10-04,Technical,Critical,3.1,3.0
T21156,C1270,2023-04-03,Billing,Medium,34.8,2.0
T21157,C1149,2024-12-21,Outage,High,13.7,6.0
T21158,C1324,2023-04-27,Technical,Medium,25.3,4.0
T21159,C1138,2023-06-29,Technical,Medium,14.7,7.0
T21160,C1123,2023-11-21,Billing,Low,45.9,6.0
T21161,C1342,2024-10-10,Billing,Medium,15.1,7.0
T21162,C1110,2023-05-20,Billing,Critical,11.2,7.0
T21163,C1233,2024-11-02,Feature Request,High,2.8,9.0
T21164,C1139,2023-10-01,Outage,Low,48.9,6.0
T21165,C1030,2023-03-25,Feature Request,Medium,21.9,7.0
T21166,C1375,2024-05-30,Feature Request,Low,59.7,3.0
T21167,C1042,2023-06-28,Billing,Medium,26.1,3.0
T21168,C1402,2023-10-29,Technical,Low,73.7,4.0
T21169,C1066,2023-06-11,Billing,Medium,29.2,5.0
T21170,C1022,2023-07-23,Onboarding,High,22.9,5.0
T21171,C1410,2023-05-19,Billing,Low,66.7,5.0
T21172,C1278,2024-10-31,Onboarding,Critical,6.9,9.0
T21173,C1195,2023-11-09,Onboarding,High,7.8,7.0
T21174,C1297,2023-11-07,Feature Request,Medium,8.6,6.0
T21175,C1362,2023-02-27,Billing,Low,60.7,5.0
T21176,C1233,2024-06-07,Technical,Medium,37.9,6.0
T21177,C1350,2024-10-13,Feature Request,High,4.8,7.0
T21178,C1082,2024-09-18,Feature Request,Medium,24.2,4.0
T21179,C1305,2024-04-30,Feature Request,Low,48.5,2.0
T21180,C1274,2023-04-27,Technical,Low,62.1,1.0
T21181,C1057,2023-10-03,Technical,High,2.8,9.0
T21182,C1092,2024-09-12,Technical,Medium,19.3,5.0
T21183,C1331,2023-01-10,Technical,Medium,27.3,4.0
T21184,C1048,2023-09-06,Technical,High,3.3,4.0
T21185,C1377,2024-12-27,Billing,Critical,10.9,10.0
T21186,C1100,2024-06-19,Outage,Medium,24.1,5.0
T21187,C1019,2023-01-03,Billing,Medium,34.5,5.0
T21188,C1217,2023-07-22,Technical,Low,36.8,2.0
T21189,C1028,2023-10-28,Technical,Medium,13.7,6.0
T21191,C1175,2024-12-21,Technical,High,4.9,9.0
T21192,C1334,2023-06-07,Billing,Medium,35.7,1.0
T21193,C1174,2023-02-28,Onboarding,Low,52.5,5.0
T21194,C1036,2023-01-13,Onboarding,Low,59.5,5.0
T21195,C1159,2023-01-20,Technical,Low,70.6,4.0
T21196,C1130,2024-01-07,Technical,High,0.4,10.0
T21197,C1198,2023-04-18,Outage,Critical,19.5,5.0
T21198,C1164,2023-03-17,Outage,Medium,24.4,7.0
T21199,C1196,2023-10-05,Billing,Medium,18.7,6.0
T21200,C1175,2023-08-24,Technical,Low,55.9,3.0
T21201,C1212,2024-05-27,Technical,Critical,4.4,8.0
T21202,C1180,2023-06-03,Technical,Low,79.8,1.0
T21203,C1137,2024-01-06,Onboarding,Medium,26.8,8.0
T21204,C1305,2024-05-19,Technical,Low,56.0,4.0
T21205,C1106,2024-03-16,Feature Request,Medium,27.9,5.0
T21206,C1208,2023-05-12,Outage,Medium,28.8,4.0
T21207,C1240,2024-07-14,Feature Request,Medium,39.6,8.0
T21208,C1238,2024-08-26,Onboarding,Low,82.6,2.0
T21209,C1206,2024-05-20,Onboarding,Critical,6.8,5.0
T21210,C1149,2023-09-23,Outage,Low,49.8,4.0
T21211,C1307,2024-05-21,Billing,Low,56.9,4.0
T21212,C1144,2023-04-08,Technical,High,11.5,7.0
T21213,C1280,2023-09-24,Technical,Medium,41.2,4.0
T21214,C1239,2024-12-24,Onboarding,High,22.3,4.0
T21215,C1265,2024-05-28,Technical,Medium,39.9,4.0
T21216,C1351,2023-10-01,Billing,High,6.9,6.0
T21217,C1176,2024-02-21,Billing,Medium,27.6,5.0
T21218,C1404,2024-04-05,Technical,Medium,42.9,4.0
T21219,C1049,2024-12-14,Technical,Medium,17.7,6.0
T21220,C1387,2023-02-20,Technical,Medium,12.0,8.0
T21221,C1395,2024-02-25,Technical,Critical,17.1,6.0
T21222,C1207,2024-04-09,Billing,Low,51.4,5.0
T21223,C1196,2024-04-24,Outage,Medium,16.0,8.0
T21224,C1093,2024-03-22,Onboarding,Critical,3.3,6.0
T21225,C1250,2023-08-03,Technical,Low,66.4,3.0
T21226,C1420,2023-05-13,Outage,Medium,31.7,7.0
T21227,C1313,2024-02-05,Billing,High,9.5,5.0
T21228,C1247,2023-01-16,Billing,High,9.9,5.0
T21229,C1416,2023-05-03,Onboarding,Medium,26.5,1.0
T21231,C1008,2023-11-19,Onboarding,Low,70.3,7.0
T21232,C1402,2024-04-28,Technical,Low,51.8,8.0
T21233,C1346,2024-08-25,Feature Request,Low,59.3,4.0
T21234,C1200,2023-03-19,Technical,Low,60.7,5.0
T21235,C1322,2024-02-26,Billing,High,3.9,7.0
T21236,C1188,2024-12-21,Technical,Medium,42.6,2.0
T21237,C1055,2024-06-24,Billing,Critical,3.1,6.0
T21238,C1174,2024-04-23,Technical,High,8.75,10.0
T21239,C1010,2023-03-21,Feature Request,High,24.8,5.0
T21240,C1245,2024-05-15,Outage,Critical,9.1,8.0
T21241,C1179,2024-01-01,Billing,High,13.7,8.0
T21242,C1007,2024-12-21,Technical,Medium,23.3,10.0
T21243,C1035,2024-12-27,Technical,Critical,6.0,7.0
T21244,C1272,2023-09-27,Technical,High,13.9,6.0
T21245,C1222,2024-09-05,Billing,Low,59.0,5.0
T21246,C1379,2023-10-10,Feature Request,High,7.9,9.0
T21247,C1304,2023-09-05,Technical,Medium,17.8,5.0
T21248,C1253,2024-05-25,Onboarding,Medium,13.7,7.0
T21249,C1278,2024-09-25,Billing,Critical,4.6,10.0
T21251,C1155,2023-02-16,Feature Request,Low,55.6,3.0
T21252,C1234,2023-06-10,Onboarding,High,9.7,8.0
T21253,C1309,2023-05-04,Billing,High,25.8,6.0
T21254,C1081,2024-01-08,Technical,Low,63.9,6.0
T21255,C1028,2024-05-22,Billing,Medium,24.6,6.0
T21256,C1379,2024-04-27,Feature Request,Medium,33.1,6.0
T21257,C1117,2024-06-11,Feature Request,Critical,8.6,7.0
T21258,C1321,2024-01-11,Outage,High,24.8,3.0
T21259,C1072,2023-10-13,Billing,Low,62.7,4.0
T21260,C1095,2024-05-25,Technical,Low,71.2,2.0
T21261,C1022,2023-08-21,Billing,Medium,24.0,10.0
T21262,C1129,2023-10-08,Technical,Low,54.1,7.0
T21263,C1314,2024-05-22,Technical,High,13.7,9.0
T21264,C1327,2024-11-01,Billing,Low,59.5,4.0
T21265,C1185,2023-07-28,Technical,High,8.3,5.0
T21266,C1237,2023-03-18,Billing,Low,56.7,6.0
T21267,C1040,2023-06-13,Onboarding,Low,74.1,4.0
T21268,C1214,2024-04-24,Technical,Critical,8.2,6.0
T21269,C1078,2023-05-10,Billing,High,33.5,3.0
T21270,C1009,2024-10-26,Technical,Low,73.6,5.0
T21271,C1237,2023-02-21,Billing,High,14.6,7.0
T21272,C1220,2024-03-10,Technical,Low,69.6,6.0
T21273,C1165,2023-11-19,Technical,Critical,1.6,8.0
T21274,C1090,2024-07-28,Outage,High,7.6,8.0
T21275,C1134,2023-07-25,Onboarding,Medium,28.9,4.0
T21276,C1221,2024-04-17,Onboarding,Low,65.8,7.0
T21277,C1190,2023-03-17,Onboarding,Critical,4.1,9.0
T21278,C1257,2024-06-06,Technical,High,5.6,8.0
T21279,C1396,2023-04-06,Onboarding,Medium,34.2,7.0
T21280,C1045,2024-01-26,Feature Request,Low,58.1,6.0
T21281,C1107,2024-09-11,Onboarding,Low,30.2,4.0
T21282,C1391,2024-04-02,Feature Request,Medium,51.4,9.0
T21283,C1388,2023-01-22,Onboarding,Low,42.7,3.0
T21284,C1303,2023-05-29,Feature Request,Low,67.7,5.0
T21285,C1096,2024-05-28,Billing,Medium,27.2,5.0
T21286,C1317,2023-09-17,Technical,Low,62.7,3.0
T21287,C1043,2023-06-17,Technical,High,6.1,1.0
T21288,C1067,2023-03-30,Onboarding,Medium,16.4,7.0
T21289,C1298,2024-04-27,Technical,Critical,17.9,5.0
T21290,C1031,2024-01-17,Technical,Low,68.0,9.0
T21291,C1418,2024-10-12,Feature Request,Low,55.7,2.0
T21292,C1293,2023-07-17,Billing,Medium,17.7,7.0
T21293,C1210,2023-09-26,Feature Request,Low,47.9,3.0
T21294,C1047,2023-05-14,Technical,Medium,32.6,5.0
T21295,C1185,2023-09-08,Billing,Medium,12.7,9.0
T21297,C1297,2024-01-23,Technical,Medium,20.0,6.0
T21298,C1294,2024-01-28,Technical,High,13.0,7.0
T21299,C1101,2023-04-14,Billing,Low,54.7,5.0
T21300,C1137,2023-03-13,Technical,Critical,13.5,10.0
T21301,C1039,2024-05-04,Billing,Critical,14.4,7.5
T21302,C1111,2023-12-10,Technical,Medium,39.2,5.0
T21303,C1135,2024-08-03,Technical,Low,69.5,5.0
T21304,C1162,2023-11-17,Outage,High,5.5,4.0
T21305,C1100,2023-04-22,Technical,Low,51.1,4.0
T21307,C1391,2023-05-11,Technical,Low,59.0,6.0
T21308,C1245,2024-06-04,Technical,High,19.5,6.0
T21309,C1020,2024-02-08,Billing,High,12.0,6.0
T21310,C1123,2023-10-31,Billing,Low,70.3,2.0
T21311,C1290,2023-03-10,Technical,High,1.1,8.0
T21312,C1228,2023-11-28,Technical,High,5.4,5.0
T21313,C1236,2024-03-24,Outage,Medium,51.0,6.0
T21314,C1391,2024-04-03,Technical,Medium,37.1,2.0
T21315,C1400,2023-04-10,Outage,Low,53.1,10.0
T21316,C1121,2023-03-25,Onboarding,Low,66.4,9.0
T21317,C1099,2023-02-01,Technical,Critical,5.2,7.0
T21318,C1138,2024-03-26,Feature Request,Critical,24.3,4.0
T21319,C1379,2024-11-04,Technical,Medium,23.3,9.0
T21320,C1025,2024-02-05,Billing,Medium,38.4,5.0
T21321,C1255,2023-05-02,Billing,Low,70.2,8.0
T21322,C1250,2023-12-10,Billing,Medium,11.0,6.0
T21323,C1043,2024-06-26,Technical,High,26.1,7.0
T21324,C1223,2024-06-10,Feature Request,Critical,1.2,7.0
T21325,C1379,2024-12-17,Billing,Critical,4.1,6.0
T21326,C1069,2024-10-03,Feature Request,Critical,12.2,9.0
T21327,C1384,2024-11-01,Technical,Medium,22.1,7.0
T21328,C1292,2024-07-16,Billing,Low,65.2,6.0
T21329,C1051,2023-02-13,Billing,High,6.4,10.0
T21330,C1201,2024-04-13,Technical,Medium,28.6,6.0
T21331,C1120,2024-03-02,Technical,Medium,36.4,4.0
T21332,C1282,2024-05-19,Technical,Medium,17.5,10.0
T21333,C1338,2023-05-27,Billing,Critical,9.6,8.0
T21334,C1089,2024-09-04,Technical,Low,60.6,7.0
T21335,C1084,2023-05-19,Feature Request,Medium,34.1,8.0
T21336,C1197,2024-04-07,Technical,Medium,38.4,6.0
T21337,C1249,2024-09-14,Technical,Medium,33.4,3.0
T21338,C1310,2023-08-20,Technical,Low,72.6,6.0
T21339,C1253,2023-11-10,Feature Request,Low,47.9,5.0
T21340,C1036,2024-02-28,Onboarding,Low,64.4,5.0
T21341,C1067,2024-12-11,Technical,Low,64.4,7.0
T21342,C1096,2023-08-15,Technical,Medium,20.8,6.0
T21343,C1169,2024-04-14,Feature Request,Critical,15.6,10.0
T21344,C1311,2023-08-25,Technical,Medium,32.0,5.0
T21345,C1112,2023-05-06,Onboarding,High,17.8,5.0
T21346,C1286,2024-09-04,Technical,High,1.7,7.0
T21347,C1371,2023-04-12,Billing,Medium,32.0,4.0
T21348,C1378,2024-01-28,Technical,Medium,40.4,3.0
T21349,C1111,2023-01-18,Onboarding,Medium,30.9,5.0
T21350,C1084,2023-06-23,Billing,High,0.7,8.0
T21351,C1169,2023-09-13,Technical,High,16.8,10.0
T21352,C1079,2024-07-20,Feature Request,Critical,10.5,7.0
T21354,C1369,2023-04-07,Billing,Low,50.1,3.0
T21355,C1045,2023-08-18,Technical,Medium,21.6,7.0
T21356,C1287,2024-04-08,Onboarding,Medium,28.6,8.0
T21357,C1090,2023-07-06,Onboarding,Low,55.2,5.0
T21358,C1035,2024-04-24,Billing,Medium,32.9,6.0
T21359,C1326,2024-10-17,Technical,Medium,16.7,4.0
T21360,C1041,2023-05-02,Technical,Medium,23.7,7.0
T21361,C1082,2024-06-05,Billing,Low,69.9,7.0
T21362,C1081,2023-03-13,Technical,High,18.7,9.0
T21363,C1218,2024-05-07,Technical,Low,59.0,3.0
T21364,C1355,2024-11-09,Onboarding,Low,58.7,3.0
T21366,C1215,2024-03-17,Outage,Medium,28.6,5.0
T21367,C1206,2024-11-23,Feature Request,Critical,5.5,8.0
T21368,C1073,2023-04-09,Billing,High,23.4,4.0
T21369,C1091,2024-01-31,Outage,Low,53.6,1.0
T21370,C1131,2023-03-09,Billing,Medium,21.3,4.0
T21371,C1220,2024-06-30,Technical,Low,44.5,8.0
T21372,C1296,2024-11-08,Onboarding,Medium,28.6,9.0
T21373,C1350,2023-10-18,Technical,Critical,20.5,5.0
